X,Bin ECG
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,502
5/24/19 14:39,502
5/24/19 14:39,503
5/24/19 14:39,503
5/24/19 14:39,502
5/24/19 14:39,502
5/24/19 14:39,502
5/24/19 14:39,503
5/24/19 14:39,509
5/24/19 14:39,511
5/24/19 14:39,507
5/24/19 14:39,507
5/24/19 14:39,506
5/24/19 14:39,501
5/24/19 14:39,496
5/24/19 14:39,493
5/24/19 14:39,495
5/24/19 14:39,499
5/24/19 14:39,499
5/24/19 14:39,501
5/24/19 14:39,501
5/24/19 14:39,502
5/24/19 14:39,503
5/24/19 14:39,502
5/24/19 14:39,505
5/24/19 14:39,503
5/24/19 14:39,505
5/24/19 14:39,505
5/24/19 14:39,505
5/24/19 14:39,506
5/24/19 14:39,505
5/24/19 14:39,505
5/24/19 14:39,502
5/24/19 14:39,505
5/24/19 14:39,505
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,502
5/24/19 14:39,503
5/24/19 14:39,503
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,502
5/24/19 14:39,505
5/24/19 14:39,503
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,509
5/24/19 14:39,514
5/24/19 14:39,508
5/24/19 14:39,507
5/24/19 14:39,506
5/24/19 14:39,503
5/24/19 14:39,497
5/24/19 14:39,493
5/24/19 14:39,494
5/24/19 14:39,496
5/24/19 14:39,497
5/24/19 14:39,499
5/24/19 14:39,501
5/24/19 14:39,503
5/24/19 14:39,502
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,505
5/24/19 14:39,505
5/24/19 14:39,506
5/24/19 14:39,506
5/24/19 14:39,505
5/24/19 14:39,506
5/24/19 14:39,504
5/24/19 14:39,505
5/24/19 14:39,505
5/24/19 14:39,505
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,503
5/24/19 14:39,504
5/24/19 14:39,502
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,504
5/24/19 14:39,502
5/24/19 14:39,501
5/24/19 14:39,503
5/24/19 14:39,509
5/24/19 14:39,510
5/24/19 14:39,507
5/24/19 14:39,506
5/24/19 14:39,506
5/24/19 14:39,502
5/24/19 14:39,496
5/24/19 14:39,493
5/24/19 14:39,494
5/24/19 14:39,497
5/24/19 14:39,498
5/24/19 14:39,499
5/24/19 14:39,503
5/24/19 14:39,501
5/24/19 14:39,505
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,504
5/24/19 14:39,505
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,506
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,505
5/24/19 14:39,503
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,505
5/24/19 14:39,505
5/24/19 14:39,504
5/24/19 14:39,505
5/24/19 14:39,503
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,504
5/24/19 14:39,503
5/24/19 14:39,502
5/24/19 14:39,504
