X,Bin ECG
1/15/19 13:09,508
1/15/19 13:09,509
1/15/19 13:09,508
1/15/19 13:09,510
1/15/19 13:09,506
1/15/19 13:09,509
1/15/19 13:09,506
1/15/19 13:09,507
1/15/19 13:09,510
1/15/19 13:09,506
1/15/19 13:09,510
1/15/19 13:09,507
1/15/19 13:09,508
1/15/19 13:09,508
1/15/19 13:09,506
1/15/19 13:09,509
1/15/19 13:09,506
1/15/19 13:09,508
1/15/19 13:09,508
1/15/19 13:09,507
1/15/19 13:09,509
1/15/19 13:09,506
1/15/19 13:09,509
1/15/19 13:09,513
1/15/19 13:09,513
1/15/19 13:09,505
1/15/19 13:09,502
1/15/19 13:09,505
1/15/19 13:09,507
1/15/19 13:09,507
1/15/19 13:09,507
1/15/19 13:09,505
1/15/19 13:09,507
1/15/19 13:09,507
1/15/19 13:09,506
1/15/19 13:09,509
1/15/19 13:09,506
1/15/19 13:09,508
1/15/19 13:09,506
1/15/19 13:09,506
1/15/19 13:09,509
1/15/19 13:09,508
1/15/19 13:09,509
1/15/19 13:09,508
1/15/19 13:09,507
1/15/19 13:09,510
1/15/19 13:09,508
1/15/19 13:09,508
1/15/19 13:09,509
1/15/19 13:09,508
1/15/19 13:09,512
1/15/19 13:09,506
1/15/19 13:09,509
1/15/19 13:09,507
1/15/19 13:09,505
1/15/19 13:09,509
1/15/19 13:09,505
1/15/19 13:09,508
1/15/19 13:09,507
1/15/19 13:09,508
1/15/19 13:09,509
1/15/19 13:09,506
1/15/19 13:09,508
1/15/19 13:09,507
1/15/19 13:09,506
1/15/19 13:09,509
1/15/19 13:09,507
1/15/19 13:09,510
1/15/19 13:09,505
1/15/19 13:09,507
1/15/19 13:09,510
1/15/19 13:09,504
1/15/19 13:09,509
1/15/19 13:09,507
1/15/19 13:09,508
1/15/19 13:09,518
1/15/19 13:09,511
1/15/19 13:09,504
1/15/19 13:09,504
1/15/19 13:09,506
1/15/19 13:09,510
1/15/19 13:09,505
1/15/19 13:09,508
1/15/19 13:09,506
1/15/19 13:09,505
1/15/19 13:09,509
1/15/19 13:09,505
1/15/19 13:09,508
1/15/19 13:09,506
1/15/19 13:09,506
1/15/19 13:09,509
1/15/19 13:09,507
1/15/19 13:09,509
1/15/19 13:09,506
1/15/19 13:09,508
1/15/19 13:09,509
1/15/19 13:09,508
1/15/19 13:09,511
1/15/19 13:09,507
1/15/19 13:09,508
1/15/19 13:09,509
1/15/19 13:09,505
1/15/19 13:09,513
1/15/19 13:09,507
1/15/19 13:09,509
1/15/19 13:09,509
1/15/19 13:09,507
1/15/19 13:09,509
1/15/19 13:09,506
