X,Bin ECG
12/8/18 13:09,505
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,505
12/8/18 13:09,503
12/8/18 13:09,500
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,510
12/8/18 13:09,508
12/8/18 13:09,510
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,505
12/8/18 13:09,505
12/8/18 13:09,509
12/8/18 13:09,509
12/8/18 13:09,509
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,509
12/8/18 13:09,509
12/8/18 13:09,509
12/8/18 13:09,508
12/8/18 13:09,509
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,509
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,506
12/8/18 13:09,509
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,509
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,505
12/8/18 13:09,507
12/8/18 13:09,505
12/8/18 13:09,506
12/8/18 13:09,505
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,506
12/8/18 13:09,509
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,505
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,505
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,509
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,534
12/8/18 13:09,583
12/8/18 13:09,536
12/8/18 13:09,462
12/8/18 13:09,447
12/8/18 13:09,469
12/8/18 13:09,497
12/8/18 13:09,508
12/8/18 13:09,518
12/8/18 13:09,511
12/8/18 13:09,510
12/8/18 13:09,507
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,505
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,504
12/8/18 13:09,504
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,509
12/8/18 13:09,509
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,504
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,506
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,506
12/8/18 13:09,504
12/8/18 13:09,504
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,505
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,509
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,509
12/8/18 13:09,508
12/8/18 13:09,510
12/8/18 13:09,505
12/8/18 13:09,509
12/8/18 13:09,509
12/8/18 13:09,510
12/8/18 13:09,510
12/8/18 13:09,507
12/8/18 13:09,509
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,505
12/8/18 13:09,507
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,509
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,509
12/8/18 13:09,510
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,505
12/8/18 13:09,508
12/8/18 13:09,505
12/8/18 13:09,507
12/8/18 13:09,509
12/8/18 13:09,507
12/8/18 13:09,507
12/8/18 13:09,505
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,506
12/8/18 13:09,507
12/8/18 13:09,504
12/8/18 13:09,501
12/8/18 13:09,504
12/8/18 13:09,506
12/8/18 13:09,508
12/8/18 13:09,509
12/8/18 13:09,509
12/8/18 13:09,509
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,509
12/8/18 13:09,508
12/8/18 13:09,508
12/8/18 13:09,507
12/8/18 13:09,508
